episode,frames,left_x,left_y,left_z,right_x,right_y,right_z,active_hand,active_total_m,env_attr
11.hdf5,185,0.10576200485229492,0.49819400906562805,0.28921812772750854,0.256671667098999,0.2582020163536072,0.2168622612953186,left,0.8931741416454315,"tablecloth:none, position:sitting, background:blue, from:yellow bowl, to:blue pl"
110.hdf5,48,0.18180088698863983,0.12652981281280518,0.07933565974235535,0.020180881023406982,0.050740957260131836,0.023345112800598145,left,0.38766635954380035,"tablecloth:blue, position:sitting, background:pink, from:table, to:green bowl, h"
111.hdf5,60,0.0012593865394592285,0.0010499358177185059,0.004201263189315796,0.21462228894233704,0.17408978939056396,0.06747841835021973,right,0.4561904966831207,"tablecloth:pink, position:sitting, background:lavender, from:table, to:yellowbow"
112.hdf5,55,0.0062498003244400024,0.0021758973598480225,0.00854635238647461,0.1377142071723938,0.07159370183944702,0.08960181474685669,right,0.2989097237586975,"tablecloth:blue, position:sitting, background:pink, from:table, to:green bowl, h"
113.hdf5,74,0.007945120334625244,0.004940688610076904,0.0029366612434387207,0.2830086946487427,0.18102920055389404,0.18200677633285522,right,0.6460446715354919,"table:metal, position:sitting, background:white, from:teacup, to:bowl, hand:righ"
114.hdf5,315,0.42442819476127625,0.16185951232910156,0.19514203071594238,0.002698659896850586,0.0026481151580810547,0.0021723806858062744,left,0.7814297378063202,"table:wood, position:sitting, background:white, from:gray tray, to:blue bowl, ha"
115.hdf5,50,0.0036976560950279236,0.0019121170043945312,0.004458218812942505,0.10851943492889404,0.11567318439483643,0.09707748889923096,right,0.3212701082229614,"tablecloth:blue, position:sitting, background:pink, from:table, to:green bowl, h"
116.hdf5,120,0.399326354265213,0.21585702896118164,0.21798360347747803,0.014073669910430908,0.004571676254272461,0.0045531392097473145,left,0.8331669867038727,"tablecloth:none, position:sitting, background:blue, from:table, to:green bowl, h"
117.hdf5,302,0.41038429737091064,0.19610095024108887,0.14558729529380798,0.0026452839374542236,0.0028890371322631836,0.0027619004249572754,left,0.7520725429058075,"table:wood, position:sitting, background:white, from:silver tray, to:purple scoo"
118.hdf5,61,0.0011230409145355225,0.0007725358009338379,0.0019457340240478516,0.10688164830207825,0.1713484525680542,0.14489999413490295,right,0.4231300950050354,"tablecloth:pink, position:sitting, background:lavender, from:table, to:yellowbow"
119.hdf5,120,0.0014282166957855225,0.0011485815048217773,0.0014206767082214355,0.20593160390853882,0.09981149435043335,0.08030742406845093,right,0.3860505223274231,"table:metal, tablecloth:red, position:sitting, background:lavender, from:table, "
12.hdf5,96,0.004188716411590576,0.002914130687713623,0.003016144037246704,0.20602160692214966,0.22719645500183105,0.17095348238945007,right,0.6041715443134308,"table:wood, position:sitting, background:brown, from:orange bowl, to:yellow plat"
120.hdf5,93,0.13327071070671082,0.19617605209350586,0.09096457064151764,0.12069781124591827,0.16758346557617188,0.13266748189926147,right,0.4209487587213516,"table:metal, tablecloth:red, position:sitting, background:lavender, from:table, "
121.hdf5,80,0.0024577677249908447,0.0013480782508850098,0.008730530738830566,0.22178173065185547,0.10639595985412598,0.07256561517715454,right,0.400743305683136,"table:metal, position:sitting, background:white, from:teacup, to:plate, hand:rig"
122.hdf5,230,0.003459930419921875,0.0034583210945129395,0.004847019910812378,0.27693676948547363,0.1855224370956421,0.20560812950134277,right,0.6680673360824585,"tablecloth:none, position:sitting, background:blue, from:dark blue bowl, to:cont"
123.hdf5,103,0.10490518808364868,0.07758355140686035,0.05483728647232056,0.26333779096603394,0.08150219917297363,0.08163481950759888,right,0.42647480964660645,"table:metal, tablecloth:red, position:sitting, background:lavender, from:table, "
124.hdf5,279,0.002796381711959839,0.001858055591583252,0.005055159330368042,0.11985111236572266,0.16714733839035034,0.3409886360168457,right,0.6279870867729187,"table:wood, position:sitting, background:white, from:gray tray, to:pink bowl, ha"
125.hdf5,70,0.007256835699081421,0.00823068618774414,0.003981202840805054,0.18935218453407288,0.16157865524291992,0.17132169008255005,right,0.5222525298595428,"table:wood, position:sitting, background:white, from:gray Tupperware, to:metal t"
126.hdf5,76,0.0010017454624176025,0.0005417466163635254,0.0015887618064880371,0.2540853023529053,0.1986452341079712,0.13525626063346863,right,0.5879867970943451,"tablecloth:pink, position:sitting, background:lavender, from:table, to:graytray,"
127.hdf5,100,0.0038865208625793457,0.0007033348083496094,0.0028720200061798096,0.09299562871456146,0.2542738914489746,0.21830296516418457,right,0.5655724853277206,"tablecloth:pink, position:sitting, background:lavender, from:table, to:bluebowl,"
128.hdf5,136,0.002714216709136963,0.0033412575721740723,0.013699620962142944,0.3235580027103424,0.1352611780166626,0.2942165434360504,right,0.7530357241630554,"table:metal, position:sitting, background:white, from:table, to:black case, hand"
129.hdf5,104,0.0018867850303649902,0.0006653070449829102,0.00343438982963562,0.20898637175559998,0.2076956033706665,0.17727786302566528,right,0.5939598381519318,"table:wood, position:sitting, background:brown, from:orange bowl, to:clear tuppe"
13.hdf5,66,0.0013059675693511963,0.0008170008659362793,0.002829313278198242,0.31918734312057495,0.1588725447654724,0.16698426008224487,right,0.6450441479682922,"table:metal, position:sitting, background:white, from:teacup, to:bowl, hand:righ"
130.hdf5,197,0.00916309654712677,0.008155584335327148,0.015726298093795776,0.2649051547050476,0.19040942192077637,0.23482179641723633,right,0.6901363730430603,"tablecloth:none, position:sitting, background:blue, from:green bowl, to:large co"
131.hdf5,142,0.07277733087539673,0.17683827877044678,0.12927737832069397,0.11615513265132904,0.15795183181762695,0.0993606448173523,left,0.3788929879665375,"table:metal, tablecloth:red, position:sitting, background:lavender, from:table, "
132.hdf5,112,0.2980833053588867,0.18416094779968262,0.11059537529945374,0.0022980570793151855,0.002027273178100586,0.004179894924163818,left,0.5928396284580231,"tablecloth:none, position:sitting, background:blue, from:table, to:blue bowl, ha"
133.hdf5,233,0.29828280210494995,0.29440921545028687,0.37502074241638184,0.01979467272758484,0.008810102939605713,0.026523172855377197,left,0.9677127599716187,"tablecloth:none, position:sitting, background:blue, from:container lid, to:conta"
134.hdf5,94,0.002234041690826416,0.0025590062141418457,0.009926676750183105,0.2967085540294647,0.13064521551132202,0.27291834354400635,right,0.7002721130847931,"table:metal, position:sitting, background:white, from:table, to:brown basket, ha"
135.hdf5,138,0.031877875328063965,0.007720619440078735,0.039928972721099854,0.1396244317293167,0.08699291944503784,0.0888216495513916,right,0.31543900072574615,"table:metal, tablecloth:red, position:sitting, background:lavender, from:table, "
136.hdf5,85,0.0024029314517974854,0.0017011165618896484,0.002111077308654785,0.24830736219882965,0.11528164148330688,0.12381932139396667,right,0.4874083250761032,"table:metal, position:sitting, background:white, from:table, to:chessboard, hand"
137.hdf5,94,0.0022828280925750732,0.000980079174041748,0.0037149786949157715,0.10614210367202759,0.08464568853378296,0.11334991455078125,right,0.3041377067565918,"table:metal, tablecloth:red, position:sitting, background:lavender, from:table, "
138.hdf5,65,0.0009145736694335938,0.0006816387176513672,0.004083484411239624,0.16982583701610565,0.20827233791351318,0.1324215829372406,right,0.5105197578668594,"tablecloth:pink, position:sitting, background:lavender, from:table, to:yellowbow"
139.hdf5,62,0.015687478706240654,0.013465702533721924,0.021138310432434082,0.11017921566963196,0.11029154062271118,0.05827203392982483,right,0.27874279022216797,"tablecloth:blue, position:sitting, background:pink, from:table, to:green bowl, h"
14.hdf5,61,0.003512352705001831,0.0006008744239807129,0.0031031370162963867,0.25056856870651245,0.13313919305801392,0.06436902284622192,right,0.4480767846107483,"table:metal, position:sitting, background:white, from:teacup, to:bowl, hand:righ"
140.hdf5,103,0.0033011138439178467,0.0032545924186706543,0.003125905990600586,0.4094613790512085,0.15617984533309937,0.17738813161849976,right,0.7430293560028076,"table:metal, position:sitting, background:white, from:table, to:brown basket, ha"
141.hdf5,61,0.0009138584136962891,0.0007950663566589355,0.0017157793045043945,0.24387317895889282,0.0912829041481018,0.07951447367668152,right,0.41467055678367615,"table:metal, position:sitting, background:white, from:table, to:chessboard, hand"
142.hdf5,80,0.0017478466033935547,0.002064526081085205,0.0036787688732147217,0.08236627280712128,0.19515985250473022,0.16875070333480835,right,0.44627682864665985,"tablecloth:pink, position:sitting, background:lavender, from:table, to:graybowl,"
143.hdf5,119,0.012085825204849243,0.0011851787567138672,0.010082811117172241,0.2498631477355957,0.18965864181518555,0.18829679489135742,right,0.6278185844421387,"table:wood, position:sitting, background:brown, from:light blue bowl, to:orange "
144.hdf5,83,0.002554863691329956,0.003082573413848877,0.004405319690704346,0.11839449405670166,0.12558859586715698,0.14352424442768097,right,0.3875073343515396,"table:wood, position:sitting, background:white, from:table, to:clear tupperware,"
145.hdf5,296,0.22447234392166138,0.1793290376663208,0.14296197891235352,0.0029586702585220337,0.0020313262939453125,0.0035993456840515137,left,0.5467633605003357,"table:wood, position:sitting, background:white, from:red plate, to:gray tray, ha"
146.hdf5,114,0.2724302113056183,0.2565748691558838,0.1570269763469696,0.0026282966136932373,0.006991326808929443,0.0017986595630645752,left,0.6860320568084717,"tablecloth:none, position:sitting, background:blue, from:blue bowl, to:green bow"
147.hdf5,205,0.22627125680446625,0.24962681531906128,0.18003949522972107,0.0093974769115448,0.0026628971099853516,0.011080950498580933,left,0.6559375673532486,"table:wood, position:sitting, background:white, from:turquoise basket, to:silver"
148.hdf5,90,0.003411233425140381,0.0024567246437072754,0.006014525890350342,0.4548684358596802,0.2187555432319641,0.05467492341995239,right,0.7282989025115967,"table:metal, position:sitting, background:white, from:drawer, to:box, hand:right"
149.hdf5,123,0.00475466251373291,0.0019720792770385742,0.002206087112426758,0.2653462886810303,0.14923721551895142,0.21817192435264587,right,0.6327554285526276,"tablecloth:none, position:sitting, background:blue, from:table, to:red plate, ha"
15.hdf5,51,0.2654154300689697,0.09875607490539551,0.13381674885749817,0.13097834587097168,0.23018252849578857,0.33300891518592834,right,0.6941697895526886,"tablecloth:blue, position:sitting, background:pink, from:table, to:green bowl, h"
150.hdf5,57,0.0014160871505737305,0.0014110803604125977,0.0032883137464523315,0.2641695737838745,0.13856953382492065,0.1923747956752777,right,0.5951139032840729,"table:metal, position:sitting, background:white, from:table, to:plate, hand:righ"
151.hdf5,119,0.0018898993730545044,0.005465030670166016,0.004891753196716309,0.19786347448825836,0.20576190948486328,0.23533055186271667,right,0.6389559358358383,"tablecloth:none, position:sitting, background:blue, from:blue bowl, to:small con"
152.hdf5,66,0.001347959041595459,0.0010461807250976562,0.0022545158863067627,0.36022526025772095,0.19994139671325684,0.13023093342781067,right,0.6903975903987885,"table:metal, position:sitting, background:white, from:baking tray, to:bowl, hand"
153.hdf5,106,0.003528892993927002,0.0010987520217895508,0.0018874406814575195,0.30691275000572205,0.11424446105957031,0.15870559215545654,right,0.5798628032207489,"table:wood, position:sitting, background:white, from:table, to:gray Tupperware, "
154.hdf5,97,0.0033986568450927734,0.0014784932136535645,0.003955721855163574,0.5016425251960754,0.20093309879302979,0.189289391040802,right,0.8918650150299072,"table:metal, position:sitting, background:white, from:table, to:speaker case, ha"
155.hdf5,59,0.0016907155513763428,0.0005875825881958008,0.0045185089111328125,0.33443790674209595,0.14909446239471436,0.2285749912261963,right,0.7121073603630066,"table:metal, position:sitting, background:white, from:table, to:bowl, hand:right"
156.hdf5,465,0.24950945377349854,0.1850600242614746,0.30548492074012756,0.024659574031829834,0.004431724548339844,0.027230411767959595,left,0.7400543987751007,"table:wood, position:sitting, background:white, from:clear tupperware, to:transp"
157.hdf5,58,0.0019620656967163086,0.0007327795028686523,0.0015208125114440918,0.30869370698928833,0.13896995782852173,0.106392502784729,right,0.5540561676025391,"table:metal, position:sitting, background:white, from:teacup, to:bowl, hand:righ"
158.hdf5,45,0.020651474595069885,0.010527372360229492,0.00795726478099823,0.13473716378211975,0.09987795352935791,0.03939327597618103,right,0.2740083932876587,"tablecloth:blue, position:sitting, background:pink, from:table, to:green bowl, h"
159.hdf5,49,0.15306557714939117,0.09018206596374512,0.049149900674819946,0.004913657903671265,0.0027800798416137695,0.003193376585841179,left,0.29239754378795624,"tablecloth:blue, position:sitting, background:pink, from:table, to:green bowl, h"
16.hdf5,120,0.0497940331697464,0.007820487022399902,0.0073729269206523895,0.23294250667095184,0.20429879426956177,0.15501733124256134,right,0.592258632183075,"table:metal, tablecloth:red, position:sitting, background:lavender, from:table, "
160.hdf5,111,0.26161298155784607,0.21992003917694092,0.2659798264503479,0.003526657819747925,0.003566265106201172,0.0037007927894592285,left,0.7475128471851349,"tablecloth:none, position:sitting, background:blue, from:table, to:blue bowl, ha"
161.hdf5,71,0.01000124029815197,0.00536876916885376,0.0006120353937149048,0.1528301239013672,0.10962307453155518,0.06649419665336609,right,0.32894739508628845,"table:wood, position:sitting, background:white, from:table, to:yellow bowl, hand"
162.hdf5,89,0.006687194108963013,0.0007392764091491699,0.0038221776485443115,0.09040048718452454,0.028999686241149902,0.08192813396453857,right,0.201328307390213,"table:metal, tablecloth:red, position:sitting, background:lavender, from:table, "
163.hdf5,73,0.00421375036239624,0.0037073493003845215,0.004082858562469482,0.3543735146522522,0.13776004314422607,0.09594035148620605,right,0.5880739092826843,"table:metal, position:sitting, background:white, from:table, to:box, hand:right"
164.hdf5,116,0.0056648850440979,0.0026667118072509766,0.01234889030456543,0.34179234504699707,0.24873268604278564,0.21902596950531006,right,0.8095510005950928,"tablecloth:none, position:sitting, background:blue, from:yellow bowl, to:contain"
165.hdf5,111,0.004735816270112991,0.004240572452545166,0.0030291378498077393,0.2933237552642822,0.21321755647659302,0.2626289427280426,right,0.7691702544689178,"tablecloth:none, position:sitting, background:blue, from:pink bowl, to:blue bowl"
166.hdf5,101,0.004000961780548096,0.002037942409515381,0.003512144088745117,0.3640843629837036,0.14405685663223267,0.19494926929473877,right,0.703090488910675,"table:metal, position:sitting, background:white, from:table, to:speaker case, ha"
167.hdf5,156,0.004851400852203369,0.0031690001487731934,0.0019106864929199219,0.3525909185409546,0.20677953958511353,0.22052481770515442,right,0.7798952758312225,"tablecloth:none, position:sitting, background:blue, from:gray tray, to:blue bowl"
168.hdf5,141,0.2966924011707306,0.1400296688079834,0.07720807194709778,0.05319225788116455,0.012056350708007812,0.020299017429351807,left,0.5139301419258118,"tablecloth:none, position:sitting, background:blue, from:table, to:pink bowl, ha"
169.hdf5,122,0.003153771162033081,0.001787722110748291,0.005903869867324829,0.1490635722875595,0.1989920735359192,0.18944776058197021,right,0.5375034064054489,"table:wood, position:sitting, background:brown, from:table, to:tray, hand:right"
17.hdf5,60,0.021969124674797058,0.0043669939041137695,0.013056591153144836,0.17235858738422394,0.1138409972190857,0.08704489469528198,right,0.3732444792985916,"tablecloth:blue, position:sitting, background:pink, from:table, to:green bowl, h"
170.hdf5,125,0.006381034851074219,0.003732621669769287,0.009351193904876709,0.41715148091316223,0.15676754713058472,0.11340552568435669,right,0.6873245537281036,"table:metal, position:sitting, background:white, from:table, to:box, hand:right"
171.hdf5,67,0.002811610698699951,0.0030239224433898926,0.008984029293060303,0.2730981111526489,0.16613715887069702,0.11159756779670715,right,0.5508328378200531,"tablecloth:pink, position:sitting, background:lavender, from:table, to:tupperwar"
172.hdf5,64,0.020094767212867737,0.00891035795211792,0.02751057595014572,0.08831024169921875,0.13422870635986328,0.16109967231750488,right,0.3836386203765869,"tablecloth:blue, position:sitting, background:pink, from:table, to:green bowl, h"
173.hdf5,81,0.0010686814785003662,0.002978980541229248,0.0024431347846984863,0.39090585708618164,0.16574347019195557,0.1957201361656189,right,0.7523694634437561,"table:metal, position:sitting, background:white, from:baking tray, to:Tupperware"
174.hdf5,105,0.004268929362297058,0.0015459060668945312,0.002667546272277832,0.2965432405471802,0.2054734230041504,0.16029658913612366,right,0.6623132526874542,"tablecloth:pink, position:sitting, background:lavender, from:table, to:bluebowl,"
175.hdf5,76,0.017364278435707092,0.002884209156036377,0.0063913315534591675,0.07447195053100586,0.07782495021820068,0.06686580181121826,right,0.2191627025604248,"table:metal, tablecloth:red, position:sitting, background:lavender, from:table, "
176.hdf5,158,0.05639377236366272,0.08385670185089111,0.21403682231903076,0.37092968821525574,0.22870290279388428,0.21047601103782654,right,0.8101086020469666,"tablecloth:none, position:sitting, background:blue, from:utensil drying rack, to"
177.hdf5,67,0.0011116564273834229,0.000858306884765625,0.005453526973724365,0.36439743638038635,0.14470994472503662,0.11855411529541016,right,0.6276614964008331,"table:metal, position:sitting, background:white, from:table, to:bowl, hand:right"
178.hdf5,140,0.3278062641620636,0.21764898300170898,0.11558398604393005,0.003252089023590088,0.0014367103576660156,0.002644181251525879,left,0.6610392332077026,"tablecloth:none, position:sitting, background:blue, from:table, to:yellow bowl, "
179.hdf5,398,0.21662411093711853,0.18966186046600342,0.3769308924674988,0.00786525011062622,0.005047202110290527,0.032485246658325195,left,0.7832168638706207,"table:wood, position:sitting, background:white, from:gray tray, to:red plate, ha"
18.hdf5,92,0.009898006916046143,0.0013908147811889648,0.00461578369140625,0.23869891464710236,0.25519859790802,0.1861582100391388,right,0.6800557225942612,"table:wood, position:sitting, background:brown, from:light blue bowl, to:orange "
180.hdf5,38,0.004506707191467285,0.0010144710540771484,0.000660240650177002,0.15268057584762573,0.049454689025878906,0.06584084033966064,right,0.2679761052131653,"table:wood, position:sitting, background:white, from:table, to:gray bowl, hand:r"
181.hdf5,98,0.0011391043663024902,0.0009474754333496094,0.004346467554569244,0.11074084043502808,0.09093481302261353,0.11098283529281616,right,0.31265848875045776,"table:metal, tablecloth:red, position:sitting, background:lavender, from:table, "
182.hdf5,69,0.00041943788528442383,0.000639796257019043,0.0010935664176940918,0.2311648279428482,0.184797465801239,0.1249149739742279,right,0.5408772677183151,"tablecloth:pink, position:sitting, background:lavender, from:table, to:yellowbow"
183.hdf5,84,0.016415148973464966,0.015695154666900635,0.020482778549194336,0.2522095739841461,0.21702444553375244,0.18589961528778076,right,0.6551336348056793,"tablecloth:pink, position:sitting, background:lavender, from:table, to:orangebow"
184.hdf5,67,0.0015869289636611938,0.0024110078811645508,0.0015676617622375488,0.07358293235301971,0.18890798091888428,0.1845126748085022,right,0.4470035880804062,"table:wood, position:sitting, background:brown, from:red cup, to:table, hand:rig"
185.hdf5,229,0.0010018795728683472,0.0014404058456420898,0.003610461950302124,0.19493483006954193,0.19700586795806885,0.12817957997322083,right,0.5201202780008316,"tablecloth:pink, position:sitting, background:lavender, from:table, to:graybowl,"
186.hdf5,47,0.05172548443078995,0.015693187713623047,0.009909115731716156,0.12387648969888687,0.05358457565307617,0.14344733953475952,right,0.32090840488672256,"tablecloth:blue, position:sitting, background:pink, from:table, to:green bowl, h"
187.hdf5,62,0.3158799111843109,0.1520777940750122,0.05088046193122864,0.0567966029047966,0.11435741186141968,0.0671672448515892,left,0.5188381671905518,"tablecloth:blue, position:sitting, background:pink, from:table, to:green bowl, h"
188.hdf5,165,0.00268477201461792,0.0036603808403015137,0.0034071803092956543,0.330325186252594,0.23258519172668457,0.22178328037261963,right,0.7846936583518982,"tablecloth:none, position:sitting, background:blue, from:container, to:sweeper, "
189.hdf5,141,0.0029117465019226074,0.0014505386352539062,0.001683950424194336,0.18964625895023346,0.18903779983520508,0.23490890860557556,right,0.6135929673910141,"tablecloth:none, position:sitting, background:blue, from:table, to:red plate, ha"
19.hdf5,145,0.19558651745319366,0.15808343887329102,0.124735027551651,0.008406758308410645,0.003928780555725098,0.0024007558822631836,left,0.4784049838781357,"tablecloth:none, position:sitting, background:blue, from:table, to:blue bowl, ha"
190.hdf5,171,0.0069693922996521,0.005449652671813965,0.0034143030643463135,0.2686031460762024,0.19969606399536133,0.16539266705513,right,0.6336918771266937,"tablecloth:none, position:sitting, background:blue, from:gray tray, to:blue bowl"
191.hdf5,134,0.003495633602142334,0.0026091933250427246,0.0030950605869293213,0.4119027554988861,0.1851378083229065,0.09308066964149475,right,0.6901212334632874,"table:metal, position:sitting, background:white, from:brown box, to:mini drawer,"
192.hdf5,125,0.1324348747730255,0.1626083254814148,0.05937469005584717,0.07467440515756607,0.08095228672027588,0.07660529017448425,left,0.3544178903102875,"table:metal, tablecloth:red, position:sitting, background:lavender, from:table, "
193.hdf5,131,0.011608779430389404,0.001700758934020996,0.0205419659614563,0.25490623712539673,0.23391759395599365,0.2127397060394287,right,0.7015635371208191,"tablecloth:none, position:sitting, background:blue, from:yellow bowl, to:blue pl"
194.hdf5,131,0.005261018872261047,0.0021683573722839355,0.007410794496536255,0.23835162818431854,0.2184586524963379,0.2381993681192398,right,0.6950096487998962,"tablecloth:none, position:sitting, background:blue, from:yellow bowl, to:blue pl"
195.hdf5,87,0.02290600910782814,0.003473043441772461,0.007969141006469727,0.311711847782135,0.14232373237609863,0.22345465421676636,right,0.677490234375,"table:wood, position:sitting, background:white, from:table, to:yellow plate, han"
196.hdf5,133,0.16809804737567902,0.054216623306274414,0.10619649291038513,0.30469924211502075,0.17732185125350952,0.26801958680152893,right,0.7500406801700592,"table:metal, tablecloth:red, position:sitting, background:lavender, from:table, "
197.hdf5,46,0.012231078930199146,0.014920592308044434,0.029218077659606934,0.12702135741710663,0.07211053371429443,0.15058091282844543,right,0.3497128039598465,"tablecloth:blue, position:sitting, background:pink, from:table, to:green bowl, h"
198.hdf5,113,0.0009420216083526611,0.003712594509124756,0.0014515519142150879,0.17017000913619995,0.1769500970840454,0.30971282720565796,right,0.6568329334259033,"table:wood, position:sitting, background:white, from:yellow plate, to:clear Tupp"
199.hdf5,70,0.001732468605041504,0.0007780194282531738,0.00312197208404541,0.1355753391981125,0.198289155960083,0.169361412525177,right,0.5032259076833725,"tablecloth:pink, position:sitting, background:lavender, from:table, to:yellowbow"
2.hdf5,307,0.013813525438308716,0.0020002126693725586,0.027592599391937256,0.13987210392951965,0.24409592151641846,0.35927724838256836,right,0.7432452738285065,"table:wood, position:sitting, background:white, from:clear tupperware, to:blue b"
20.hdf5,206,0.27729320526123047,0.24353158473968506,0.24307069182395935,0.0036578774452209473,0.002790093421936035,0.0015955567359924316,left,0.7638954818248749,"table:wood, position:sitting, background:white, from:pink bowl, to:blue bowl, ha"
200.hdf5,94,0.0018479973077774048,0.0006726384162902832,0.0011503398418426514,0.2409731149673462,0.10482901334762573,0.09482187032699585,right,0.4406239986419678,"table:wood, position:sitting, background:white, from:gray tray, to:clear Tupperw"
201.hdf5,94,0.000569663941860199,0.0008533000946044922,0.0009296536445617676,0.07103686034679413,0.08306074142456055,0.1112639307975769,right,0.2653615325689316,"table:wood, position:sitting, background:white, from:yellow plate, to:clear Tupp"
202.hdf5,176,0.0057901740074157715,0.002969026565551758,0.01057577133178711,0.5028355717658997,0.1711827516555786,0.1614987552165985,right,0.8355170786380768,"table:metal, position:sitting, background:white, from:brown box, to:mini drawer,"
203.hdf5,139,0.35566246509552,0.18942397832870483,0.1715153455734253,0.0037949681282043457,0.002466857433319092,0.0027528107166290283,left,0.7166017889976501,"tablecloth:none, position:sitting, background:blue, from:table, to:turquoise bow"
204.hdf5,62,0.021785929799079895,0.004376590251922607,0.014132440090179443,0.1021052747964859,0.08608907461166382,0.06975740194320679,right,0.2579517513513565,"table:metal, tablecloth:red, position:sitting, background:lavender, from:table, "
205.hdf5,122,0.0031385868787765503,0.0016291141510009766,0.002160876989364624,0.05442444235086441,0.1666114330291748,0.22822695970535278,right,0.449262835085392,"table:wood, position:sitting, background:white, from:table, to:gray Tupperware, "
206.hdf5,332,0.010859236121177673,0.00537264347076416,0.013259828090667725,0.16635984182357788,0.2165902853012085,0.3135663568973541,right,0.6965164840221405,"table:wood, position:sitting, background:white, from:gray tray, to:blue plate, h"
207.hdf5,50,0.00036767125129699707,0.0006889104843139648,0.0028028488159179688,0.4030725359916687,0.18321502208709717,0.08915531635284424,right,0.6754428744316101,"table:metal, position:sitting, background:white, from:table, to:bowl, hand:right"
208.hdf5,98,0.007073953747749329,0.005206763744354248,0.007313460111618042,0.20646396279335022,0.22873222827911377,0.21989789605140686,right,0.6550940871238708,"tablecloth:pink, position:sitting, background:lavender, from:table, to:tupperwar"
209.hdf5,123,0.22320613265037537,0.1808968186378479,0.17962902784347534,0.003206700086593628,0.002012014389038086,0.0021920204162597656,left,0.5837319791316986,"tablecloth:none, position:sitting, background:blue, from:sweeper, to:container, "
21.hdf5,140,0.0329049676656723,0.10513412952423096,0.037718191742897034,0.27479085326194763,0.13070964813232422,0.11564400792121887,right,0.5211445093154907,"tablecloth:blue, position:sitting, background:pink, from:table, to:green bowl, h"
210.hdf5,172,0.28489604592323303,0.16704076528549194,0.27649813890457153,0.007116079330444336,0.0039147138595581055,0.0052491724491119385,left,0.7284349501132965,"tablecloth:none, position:sitting, background:blue, from:table, to:blue pan, han"
211.hdf5,58,0.0022704899311065674,0.002779841423034668,0.001113593578338623,0.36862805485725403,0.15213513374328613,0.12235468626022339,right,0.6431178748607635,"table:metal, position:sitting, background:white, from:table, to:lid, hand:right"
212.hdf5,102,0.17936798930168152,0.12247687578201294,0.20496708154678345,0.0015281140804290771,0.0010388493537902832,0.0023110508918762207,left,0.5068119466304779,"tablecloth:none, position:sitting, background:blue, from:table, to:purple scoop,"
